id,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,label
924,-0.0014,0.7576,0.7198,0.235,0.0978,-0.1154,-0.2964,-0.4598,-0.4336,-0.4628,-0.3782,21
925,0.296,1,0.9328,-0.0912,-0.264,-0.5232,-0.616,-0.5232,-0.6416,-0.6576,-0.8144,21
926,0.1188,0.8238,0.7662,0.8634,0.7194,0.09,-0.1188,0.0036,-0.2014,-0.1258,-0.2986,22
927,0.1294,0.8326,0.8274,0.702,0.6444,0.2184,0.1294,-0.1686,-0.2366,-0.004,-0.0772,22
928,-0.0158,0.752,0.6614,0.8622,0.6024,0.059,-0.189,-0.122,-0.244,-0.2678,-0.2284,23
929,-0.106,0.5984,0.7424,1,0.8826,0.2954,0.1704,0.2424,0.25,0.3636,0.3636,23
930,-0.5636,0.0662,0.21,0.4696,0.5856,0.7404,0.685,0.4364,0.3426,0.2818,0.2596,24
931,-0.0222,0.6334,0.5888,0.5112,0.5112,1,0.9334,0.8778,0.7334,0.3778,0.2,24
932,0.0136,0.7486,0.7186,1,0.9234,0.5028,0.388,0.5928,0.3798,0.358,-0.071,25
933,0.0682,0.8828,0.7792,1,0.7902,0.2044,0.3324,0.3106,-0.0872,-0.2126,-0.4006,25
934,0.1506,1,0.971,0.6516,0.5354,0.0998,-0.0562,-0.1688,-0.303,-0.1288,-0.2522,26
935,0.1938,0.9354,0.8266,0.8096,0.5408,-0.0918,-0.136,-0.0646,-0.1564,-0.1122,-0.0952,26
936,-0.4698,-0.0602,0.1518,0.4698,0.9132,0.8892,0.518,0.2386,0.1518,0.0988,0.1422,1
937,-0.4632,-0.0934,0.1134,0.348,0.8808,0.9284,0.3996,0.2406,0.161,0.0854,0.157,1
938,-0.3774,0.1806,0.5904,0.5322,0.4936,0.1354,0.0064,-0.1742,-0.213,-0.1838,-0.0354,2
939,-0.3078,0.1264,0.6038,0.5608,0.4558,0.16,0.012,-0.0454,-0.0644,-0.1122,0.136,2
940,-0.2816,0.1224,0.7836,0.7918,0.2938,0.1224,0.2244,-0.0082,-0.0244,0.0082,0.1592,3
941,-0.3244,0.1364,0.6958,0.6196,0.2662,0.0872,0.0872,-0.0022,-0.0514,-0.1052,0.123,3
942,-0.34,0.0342,0.666,0.6902,0.002,-0.2394,-0.2072,-0.324,-0.3844,-0.2796,-0.2234,4
943,-0.3004,0.2108,0.7892,0.6906,0.1704,0.0762,-0.1122,-0.2466,-0.2198,-0.3992,-0.3318,4
944,-0.3226,0.3922,0.9304,0.8098,-0.0766,-0.0256,-0.2112,-0.2714,-0.4338,-0.4802,-0.4338,5
945,-0.5016,0.0572,0.4646,0.3738,-0.2492,-0.4176,-0.4108,-0.3704,-0.5354,-0.5084,-0.357,5
946,-0.4788,-0.0992,0.2012,0.7224,0.8696,0.677,0.2182,0.0312,-0.1784,-0.1444,-0.0254,6
947,-0.5258,-0.2044,0.079,0.4224,0.5258,0.4986,0.2098,0.0844,0.0518,0.0246,0.0408,6
948,-0.1942,0.455,0.9768,0.7798,-0.4202,-0.287,-0.5188,-0.5536,-0.4898,-0.6754,-0.3972,7
949,-0.259,0.1446,0.8494,0.7952,-0.1928,-0.2168,-0.3012,-0.3674,-0.253,-0.3072,-0.265,7
950,-0.3484,0.086,0.1856,0.6924,0.7556,0.638,0.258,0.1222,0.0408,-0.0316,0.077,8
951,-0.5016,-0.12,0.0462,0.4584,0.7354,0.717,0.2184,0.1016,0.0338,-0.0338,0.0462,8
952,-0.5106,-0.1762,0.0304,0.0152,0.4924,0.5866,0.7294,0.9818,0.9118,0.9088,0.9696,9
953,-0.4336,-0.2212,0.0088,0.0796,0.4408,0.5576,0.6318,0.9008,0.9116,0.7664,0.9716,9
954,-0.2406,0.196,0.8412,0.7916,0.8808,0.4988,0.2854,0.1216,0.062,0.0372,0.1812,10
955,-0.3506,0.0464,0.5876,0.6494,0.7578,0.4278,0.1494,0.067,0.0876,0.067,0.2062,10
956,-0.2088,0.2444,0.48,0.6134,1,0.96,0.3688,0.2356,0.3022,0.12,0.2444,11
957,-0.1548,0.3274,0.369,0.6012,1,0.9464,0.6964,0.2798,0.125,0,0.0238,11
958,-0.505,-0.0802,0.2274,0.5218,0.729,0.7726,0.4582,0.184,-0.0402,0.0502,0.0836,12
959,-0.428,-0.0856,0.082,0.603,0.6722,0.6248,0.1366,0.071,0.0564,-0.0346,0.0784,12
960,-0.3396,-0.0278,0.3982,0.466,0.5648,0.3704,0.1296,-0.0308,-0.071,-0.321,-0.4876,13
961,-0.3678,-0.0904,0.378,0.3412,0.4414,0.2442,0.1506,-0.077,-0.02,-0.1506,-0.572,13
962,-0.3936,-0.0744,0.4468,0.375,0.3936,0.2526,0.149,-0.0026,-0.0904,-0.2102,-0.3804,14
963,-0.4256,-0.0562,0.1976,0.4488,0.4286,0.2352,-0.0476,-0.2324,-0.2236,-0.5758,-0.5614,14
964,-0.4296,-0.1936,0.1972,0.4226,0.8556,1,0.7112,0.4578,0.4894,0.5634,0.9578,15
965,-0.3576,0.0728,0.2406,0.3386,0.8102,0.7974,0.8988,0.7056,0.5316,0.6266,0.8292,15
966,-0.1316,0.3374,0.8724,1,0.5308,0.2634,0.0124,-0.1604,-0.214,-0.2922,-0.2016,16
967,-0.1466,0.3974,0.648,0.7866,0.52,0.1626,0.0774,-0.0134,-0.168,-0.2534,-0.2054,16
968,-0.2968,0.3996,0.582,0.34,-0.0248,-0.2272,-0.3666,-0.3964,-0.466,-0.5224,-0.3566,17
969,-0.1944,0.3292,0.2618,0.3446,0.1578,-0.0414,-0.1914,-0.1608,-0.216,-0.2068,-0.2098,17
970,-0.4458,-0.2012,0.0154,0.1252,0.5556,0.7946,0.8846,0.8874,0.9296,1,0.9382,18
971,-0.438,-0.252,0.0426,0.1162,0.69,0.783,0.8838,0.9342,1,0.9962,0.7596,18
972,-0.4194,-0.0064,0.1548,0.6452,0.6968,0.5548,0.2258,0.0968,-0.071,-0.0904,-0.0646,19
973,-0.534,-0.0226,0.1068,0.631,0.8058,0.6764,0.042,-0.055,-0.2168,-0.3334,-0.3916,19
974,-0.1238,0.4524,0.7048,0.819,0.6,0.262,0.0142,-0.0762,-0.1142,-0.1904,-0.1238,20
975,-0.1352,0.4162,0.8324,0.946,0.4378,0.1784,0.119,-0.1082,-0.2054,-0.2864,-0.1136,20
976,0.2578,0.6684,0.6264,0.2684,-0.379,-0.4684,-0.7052,-0.4736,-0.521,-0.721,-0.8842,21
977,0.0772,0.5292,0.8832,0.5254,-0.1374,-0.2806,-0.5744,-0.8342,-0.8456,-0.985,-0.9398,21
978,-0.3426,0.1124,0.5506,0.5956,0.5338,0.1516,-0.1798,-0.236,-0.264,-0.2922,-0.1516,22
979,-0.3348,0.1572,0.6128,0.435,0.4214,0.2392,-0.057,-0.2072,-0.1436,-0.2256,0.0206,22
980,-0.3014,0.0352,0.4552,0.8154,1,0.9674,0.915,0.7304,0.7322,0.7358,0.8552,23
981,-0.3132,-0.0208,0.4362,0.833,0.9512,0.8654,0.7308,0.529,0.427,0.369,0.4918,23
982,-0.3924,-0.097,0.1898,0.6372,0.7806,0.9494,0.5444,0.1476,0.1562,-0.114,0.232,24
983,-0.4056,-0.0522,0.0442,0.4618,0.8876,0.8956,0.3574,0.269,0.1726,-0.02,0.1888,24
984,0.1098,0.661,0.877,1,0.8138,0.6686,0.2514,-0.3446,-0.4078,-0.5904,-0.6834,25
985,-0.0154,0.5638,0.85,1,0.925,0.8706,0.5366,-0.2232,-0.5502,-0.666,-0.7206,25
986,-0.135,0.2872,0.8824,0.737,0.3634,0.0726,-0.1142,-0.1418,-0.3218,-0.391,-0.2042,26
987,-0.2366,0.0706,0.7344,0.6016,0.3692,0.0374,-0.2448,-0.3858,-0.4606,-0.4356,-0.2946,26
988,-0.3514,0.021,0.3244,0.5316,0.7448,0.6006,0.1142,-0.03,-0.081,-0.1652,-0.1202,1
989,-0.4426,0.0366,0.308,0.5502,0.7042,0.6968,0.198,0.11,-0.044,-0.0268,0.0464,1
990,-0.1746,0.417,0.3662,0.4704,0.3408,-0.017,-0.2,-0.1522,-0.3888,-0.324,-0.2986,2
991,-0.2696,0.2162,0.2696,0.4606,0.205,-0.177,-0.278,-0.2808,-0.4972,-0.5786,-0.3426,2
992,-0.2058,0.5036,0.489,0.8014,0.658,0.022,-0.1764,-0.2132,-0.4338,-0.2904,-0.3236,3
993,-0.1412,0.5118,0.5148,0.5648,0.5058,0.1352,0.0736,-0.0236,-0.0912,-0.0676,-0.1618,3
994,-0.164,0.4024,0.8164,0.8204,0.1992,-0.25,-0.5274,-0.5196,-0.5508,-0.6484,-0.5976,4
995,-0.1834,0.3404,0.2548,0.3786,0.1738,-0.1142,-0.3024,-0.2452,-0.3666,-0.4096,-0.4286,4
996,-0.2156,0.2468,0.3246,0.465,0.0676,-0.213,-0.3584,-0.413,-0.7038,-0.548,-0.4572,5
997,-0.2522,0.2664,0.224,0.2138,0.0436,-0.147,-0.4042,-0.3252,-0.463,-0.4448,-0.459,5
998,-0.5416,-0.0564,0.1694,0.382,0.7808,0.9004,0.5946,0.3488,0.176,0.1562,0.1694,6
